group,group_name,section_id,part,section_name,unit_id,unit_line,unit_kind,display,change_id,rid,lineup_order,round,kind,status,new_in_latest,latest_status,applied_in,scope,target_text,target_line,old,new,old_sentence,new_sentence,source_file,source_ref,idea,form_only
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1034,D-492,1199,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,established (for an assessor holding a usable receipt),no positive status; **ruled out for j**: an argument usable by j rules out that the candidate meets (E),,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 11 (section: Status, arguments and acceptance)",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1035,D-493,1200,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,fits (what is established),**not ruled out** (no argument usable by j rules it out),,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 12 (section: Status, arguments and acceptance)",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1044,D-502,1209,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,"tells against, counts against, shows it failing",rules out … only together with background and instruments; would rule out,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 21 (section: Status, arguments and acceptance)",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1047,D-505,1212,S95,edit,applied,n/a,anchored,scrubbed copy,term,draft 5,,establish (a test); establishing,record; recording,,,"tests/S95 Scrub - vocabulary, as used.md","table row at file line 24 (section: Status, arguments and acceptance)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1111,D-569,1276,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,established,"No positive status: ""¬φ is ruled out for j"" (j holds an argument usable by j that rules out ¬φ). ""Tentatively accept"" kept only for a person's choice, never defined by the arguments held.",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 2 (CHANGE), file line 26",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1111,D-623,1330,S95,recommendation,superseded,n/a,anchored,none,term,draft 5,,**established** (for an assessor who holds a usable receipt),**tentatively accepted** (by an assessor who holds a usable argument that rules out the result's denial),,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 30; sceptic's row 2",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1112,D-570,1277,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,fits → is not ruled out (by anything the assessor tentatively accepts),"Parenthesis after row 2: ""(no argument usable by the assessor rules it out)"".",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 3 (KEEP), file line 27",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1112,D-624,1331,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"**fits** (what is established); ""fitting""",**is not ruled out** (by anything the assessor tentatively accepts),,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 31; sceptic's row 3",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1113,D-571,1278,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""tells against … only together with the background and instruments""; ""shows it failing"" → ""rules out … only together with …""; ""nothing the assessor tentatively accepts rules it out""","Second phrase after row 2: ""no argument usable by the assessor rules it out"".",,,"tests/S95 Scrub - vocabulary, sceptic's rulings.md","section 2, row 4 (KEEP), file line 28",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s7,315,sentence,term line,CH-1113,D-626,1333,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""no result … shows it failing a condition of (E)""","""nothing the assessor tentatively accepts rules it out""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 33; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s8,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s8,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s8,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s9,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s9,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s9,315,sentence,full,CH-0706,D-125,1023,S95,edit,applied,yes,anchored,scrubbed copy,span,draft 5,315,"(Derivation 3),","(Argument 3),","Nor are rivals a selection population: whether a selected transport is underdetermined at an unseen pair is fixed by its population (Derivation 3), whatever rivals anyone offers.","Nor are rivals a selection population: whether a selected transport is underdetermined at an unseen pair is fixed by its population (Argument 3), whatever rivals anyone offers.",tests/S95 Scrub - scripts/replacements.json,entries[124]; line 315; swap; LISTED; generated by an AUTO rule of replacements_source.py,form,yes
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s9,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s9,315,sentence,full,CH-0903,D-322,1570,S96,edit,applied,no,anchored,repaired copy,span,scrubbed copy,315,whatever rivals anyone offers.,"whatever rivals anyone offers. **Conflict with a claim.** A candidate can conflict with a claim as well as with a rival. A candidate **conflicts with** a claim \(\chi\) at an admitted pair of the target that its transport translates, in \(C\) or outside it, when \(\chi\) excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there. \(\chi\) need not be an explanation or come with one, and it may be a claim about what is possible or impossible: the bare claim that perpetual motion is impossible is enough for a conflict with a candidate whose organization gives perpetual motion. Such a conflict is found by argument, with no test against the target: an argument that the candidate gives there what \(\chi\) excludes (Part IX). Where the pair is in \(C\), that argument rules out that the candidate meets (E) for any assessor \(j\) who can use it, and so for whom \(\chi\) is a live premise (K2); outside \(C\) it rules out what the candidate's organization gives there, not its meeting (E) on \(p\). The conflict does not by itself say which to drop, the candidate, \(\chi\) or another premise of the argument: which one the person goes on with is the person's choice (Part 0), and using \(\chi\) as a premise gives \(\chi\) nothing. Nor is the conflict enough to do anything about it: a response that changes the candidate, the claim or the question is construction and repair (Parts X, XI), and \(\chi\) alone does not say where the candidate is in error. Two candidates that some relations of the target's components would let both meet (F1), (F2) and (A) at a pair, when \(\chi\) excludes every such relation, conflict there given \(\chi\): the argument that they conflict uses \(\chi\) as a premise and lapses with it.","Nor are rivals a selection population: whether a selected transport is underdetermined at an unseen pair is fixed by its population (Argument 3), whatever rivals anyone offers.","Nor are rivals a selection population: whether a selected transport is underdetermined at an unseen pair is fixed by its population (Argument 3), whatever rivals anyone offers. **Conflict with a claim.** A candidate can conflict with a claim as well as with a rival. A candidate **conflicts with** a claim \(\chi\) at an admitted pair of the target that its transport translates, in \(C\) or outside it, when \(\chi\) excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there. \(\chi\) need not be an explanation or come with one, and it may be a claim about what is possible or impossible: the bare claim that perpetual motion is impossible is enough for a conflict with a candidate whose organization gives perpetual motion. Such a conflict is found by argument, with no test against the target: an argument that the candidate gives there what \(\chi\) excludes (Part IX). Where the pair is in \(C\), that argument rules out that the candidate meets (E) for any assessor \(j\) who can use it, and so for whom \(\chi\) is a live premise (K2); outside \(C\) it rules out what the candidate's organization gives there, not its meeting (E) on \(p\). The conflict does not by itself say which to drop, the candidate, \(\chi\) or another premise of the argument: which one the person goes on with is the person's choice (Part 0), and using \(\chi\) as a premise gives \(\chi\) nothing. Nor is the conflict enough to do anything about it: a response that changes the candidate, the claim or the question is construction and repair (Parts X, XI), and \(\chi\) alone does not say where the candidate is in error. Two candidates that some relations of the target's components would let both meet (F1), (F2) and (A) at a pair, when \(\chi\) excludes every such relation, conflict there given \(\chi\): the argument that they conflict uses \(\chi\) as a premise and lapses with it.",tests/S96 Repair - scripts/replacements.json,entries[21]; line 315; group C; ref: S27 first footnote; points 2(ii) and 3,rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s10,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s10,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s10,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,full,CH-0576,C-204,723,S90,recommendation,not applied,no,anchored,none,sentence,"file 11 (authority/11 Claude Fable Semantics - standalone theory, revision 1.md, md5 5e494c1095d920d128b9a79de378f923)",315,,Reach occurs when an unchanged organizational core participates in an account of another question through a stated anchor and additional background,,,"tests/Revision 2 - worklist, draft of 23 September.md","worklist item W34 (L746), handling, first option: restore 00:383; entry W34.1 took the second option (reach by jobs) in drafts 1-3, and draft 4 drops the definition of reach",organization,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,full,CH-1237,E-10,870,S94,recommendation,not applied,no,anchored,none,span,"file 13 draft 5, theory text (md5 7f1d8ad02adf96e27622593bd263252e)",315,of the test that yields it,of the test or examination that yields it,"A result is **established** for an assessor who holds a usable receipt for it (Part IX); by (K3), a result that tells against a candidate tells against it only together with the background and instruments of the test that yields it.","A result is **established** for an assessor who holds a usable receipt for it (Part IX); by (K3), a result that tells against a candidate tells against it only together with the background and instruments of the test or examination that yields it.","tests/Revision 2 - the owner's statement on choosing, against draft 5, 25 September.md","the owner's statement file (log S94), section 8.5, change 5, edit 1 of 2 (reader B's sketch B3; conditional on a ""yes"" to the first choice of file 93); ""Not proposed now""",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,full,CH-1237,E-23,883,S94,recommendation,not applied,no,anchored,none,span,"file 13 draft 5, theory text (md5 7f1d8ad02adf96e27622593bd263252e)",315,of the test that yields it,of the test or examination that yields it,"A result is **established** for an assessor who holds a usable receipt for it (Part IX); by (K3), a result that tells against a candidate tells against it only together with the background and instruments of the test that yields it.","A result is **established** for an assessor who holds a usable receipt for it (Part IX); by (K3), a result that tells against a candidate tells against it only together with the background and instruments of the test or examination that yields it.",tests/working files/S94 owner statement on choosing/reader B-scope.md,"S94 working file, reader B, section 2.7 (finding B3), ""Wording, if the owner confirms 'yes'"", first bullet; the statement file's change 5, edit 1 (E-10)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s11,315,sentence,full,CH-1209,D-849,1662,S96,recommendation,declined,no,anchored,none,span,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",315,"when \(\chi\) excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there.","when \(\chi\), as a claim about the target under that pair's edit and boundary, excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there.","A candidate **conflicts with** a claim \(\chi\) at an admitted pair of the target that its transport translates, in \(C\) or outside it, when \(\chi\) excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there.","A candidate **conflicts with** a claim \(\chi\) at an admitted pair of the target that its transport translates, in \(C\) or outside it, when \(\chi\), as a claim about the target under that pair's edit and boundary, excludes what the candidate's organization and transport give there: its answer, or every relation of the target's components under which it could meet (F1), (F2) and (A) there.",results/S96 Check of the repaired copy - whole text.md,"section 5, P-1, proposal 1",organization,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s12,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s12,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s12,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s12,315,sentence,full,CH-0966,D-850,1663,S96,recommendation,applied,no,anchored,repaired copy,span,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",315,,"Where the pair's edit is itself one that \(\chi\) excludes, as when a question asks what a pendulum does with its friction component deleted, \(\chi\) says nothing of the target so edited, whose own answer there may be a motion that never stops; an argument from \(\chi\) at that pair needs the further premise that \(\chi\) holds of the target so edited, and without it rules out no account of that question.","\(\chi\) need not be an explanation or come with one, and it may be a claim about what is possible or impossible: the bare claim that perpetual motion is impossible is enough for a conflict with a candidate whose organization gives perpetual motion.","\(\chi\) need not be an explanation or come with one, and it may be a claim about what is possible or impossible: the bare claim that perpetual motion is impossible is enough for a conflict with a candidate whose organization gives perpetual motion. Where the pair's edit is itself one that \(\chi\) excludes, as when a question asks what a pendulum does with its friction component deleted, \(\chi\) says nothing of the target so edited, whose own answer there may be a motion that never stops; an argument from \(\chi\) at that pair needs the further premise that \(\chi\) holds of the target so edited, and without it rules out no account of that question.",results/S96 Check of the repaired copy - whole text.md,"section 5, P-1, proposal 2; to be inserted after: is enough for a conflict with a candidate whose organization gives perpetual motion.",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,full,CH-0529,C-156,829,S93,recommendation,open for the owner,no,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,"A verification the assessor holds is a receipt for what it verifies. A failure of non-circular dependence, a contradiction inside the candidate, or a component anchored to nothing, is found by examining the candidate itself and not the world; the verification is an argument application whose premises are the definitions and the adopted physics it relies on, usable while those premises are live (K2), and telling against the candidate only together with them (K3). A candidate with such a failure established against it therefore does not fit, whether or not anything is established about the world.",,,"results/S93 Tabulation of the replies, before any ruling.md","X09.1 (s93_xexam_atria_A point 1, (c2)), proposed insertion after the ""fits"" sentence of L315; ruling S93 X09, ruling 5: the owner's choice (rule 6); none of the six (c2) proposals applied (the S93 reading, section 9)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,full,CH-0964,D-387,1635,S96,edit,applied,yes,anchored,repaired copy,span,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",315,an argument that the candidate gives there what \(\chi\) excludes (Part IX).,"an argument that rules out, for whoever can use it, that what the candidate gives there is something \(\chi\) allows (Part IX).","Such a conflict is found by argument, with no test against the target: an argument that the candidate gives there what \(\chi\) excludes (Part IX).","Such a conflict is found by argument, with no test against the target: an argument that rules out, for whoever can use it, that what the candidate gives there is something \(\chi\) allows (Part IX).",tests/S96 Repair - scripts/replacements_stage2.json,entries[8]; line 315; group W; ref: R-1; how: as worded,argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s13,315,sentence,full,CH-0964,D-842,1655,S96,recommendation,applied,yes,anchored,repaired copy,sentence,"stage-1 text (S96; scrubbed copy with stage 1 applied, rebuilt in memory)",315,"Such a conflict is found by argument, with no test against the target: an argument that the candidate gives there what \(\chi\) excludes (Part IX).","Such a conflict is found by argument, with no test against the target: an argument that rules out, for whoever can use it, that what the candidate gives there is something \(\chi\) allows (Part IX).","Such a conflict is found by argument, with no test against the target: an argument that the candidate gives there what \(\chi\) excludes (Part IX).","Such a conflict is found by argument, with no test against the target: an argument that rules out, for whoever can use it, that what the candidate gives there is something \(\chi\) allows (Part IX).",results/S96 Check of the repaired copy - whole text.md,"section 5, R-1, proposal 1",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,full,CH-0532,C-159,832,S93,recommendation,open for the owner,no,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,"A result may show this from the candidate's own content, by analysis; it need not come from a test.",,,"results/S93 Tabulation of the replies, before any ruling.md","X09.18 (s93_xexam_mimo_B point 3 and (c2)), optional words to insert after ""…shows it failing a condition of (E)"" (L315); the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,pointer,CH-0533,C-160,833,S93,recommendation,open for the owner,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,"results/S93 Tabulation of the replies, before any ruling.md","X09.19 (s93_xexam_atria_C, (c2)), no wording; the owner's choice (rule 6)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,pointer,CH-0555,C-183,847,S93,recommendation,not applied,n/a,anchored,none,sentence,"file 13 draft 4, theory text (md5 fc55b470c63cd4b3c27d6aa64d8d8c17)",315,,,,,results/S93 reading rulings/ruling S93 X17 W7.5.md,"S93 ruling X17 (W7.5), finding 6; carried forward after S93 (""Conflict is used in two senses"")",rivals,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,full,CH-1238,E-11,871,S94,recommendation,not applied,no,anchored,none,sentence,"file 13 draft 5, theory text (md5 7f1d8ad02adf96e27622593bd263252e)",315,,"Such a result may come from examining the candidate as well as from a test of the target, as when an argument shows that the candidate assumes its own answer: the leaves of its receipt refer to the candidate as offered, and, like any receipt, it is usable only while its premises, among them the reading of the candidate at the declared grain and the conditions of (E), are live (K2).",,"Such a result may come from examining the candidate as well as from a test of the target, as when an argument shows that the candidate assumes its own answer: the leaves of its receipt refer to the candidate as offered, and, like any receipt, it is usable only while its premises, among them the reading of the candidate at the declared grain and the conditions of (E), are live (K2).","tests/Revision 2 - the owner's statement on choosing, against draft 5, 25 September.md","the owner's statement file (log S94), section 8.5, change 5, edit 2 of 2: inserted after L315's ""fits"" sentence (conditional on a ""yes"" to the first choice); ""Not proposed now""",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,full,CH-1238,E-24,884,S94,recommendation,not applied,no,anchored,none,sentence,"file 13 draft 5, theory text (md5 7f1d8ad02adf96e27622593bd263252e)",315,,"Such a result may come from examining the candidate as well as from a test of the target, as when an argument shows that the candidate assumes its own answer: the leaves of its receipt refer to the candidate as offered, and, like any receipt, it is usable only while its premises, among them the reading of the candidate at the declared grain and the conditions of (E), are live (K2).",,"Such a result may come from examining the candidate as well as from a test of the target, as when an argument shows that the candidate assumes its own answer: the leaves of its receipt refer to the candidate as offered, and, like any receipt, it is usable only while its premises, among them the reading of the candidate at the declared grain and the conditions of (E), are live (K2).",tests/working files/S94 owner statement on choosing/reader B-scope.md,"S94 working file, reader B, section 2.7 (finding B3), second bullet: inserted after L315's ""fits"" sentence; the statement file's change 5, edit 2 (E-11)",argument,no
G06,"Work, routes, and interference",sec-L315-315,"Part VI — Work, routes, and interference",Rivals,L315.s14,315,sentence,term line,CH-1113,D-625,1332,S95,recommendation,applied,n/a,anchored,scrubbed copy,term,draft 5,,"""a result that tells against a candidate tells against it only together with the background and instruments"" (l. 315, 369)","""a result rules out a candidate only together with the background and instruments of the test that yields it""",,,"tests/S95 Scrub - vocabulary, proposed.md","section 2.1, table row at file line 32; sceptic's row 4",ruling,no
